"MEASURE","Household Composition","NPRD","Number of Persons Usually Resident","STATE","State","REGIONTYPE","Region Type","REGION","LGA 2011","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","24410","Maroondah (C)","A","Annual","2011","2011",38386,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","24600","Melbourne (C)","A","Annual","2011","2011",39976,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","24650","Melton (S)","A","Annual","2011","2011",34975,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","24780","Mildura (RC)","A","Annual","2011","2011",19251,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","24850","Mitchell (S)","A","Annual","2011","2011",11814,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","24900","Moira (S)","A","Annual","2011","2011",10749,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","24970","Monash (C)","A","Annual","2011","2011",59374,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25060","Moonee Valley (C)","A","Annual","2011","2011",40559,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25150","Moorabool (S)","A","Annual","2011","2011",10078,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25250","Moreland (C)","A","Annual","2011","2011",55845,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25340","Mornington Peninsula (S)","A","Annual","2011","2011",54151,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25430","Mount Alexander (S)","A","Annual","2011","2011",7099,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25490","Moyne (S)","A","Annual","2011","2011",5805,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25620","Murrindindi (S)","A","Annual","2011","2011",5036,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25710","Nillumbik (S)","A","Annual","2011","2011",19363,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25810","Northern Grampians (S)","A","Annual","2011","2011",4769,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25900","Port Phillip (C)","A","Annual","2011","2011",42070,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","25990","Pyrenees (S)","A","Annual","2011","2011",2684,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26080","Queenscliffe (B)","A","Annual","2011","2011",1216,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26170","South Gippsland (S)","A","Annual","2011","2011",10453,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26260","Southern Grampians (S)","A","Annual","2011","2011",6534,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26350","Stonnington (C)","A","Annual","2011","2011",39105,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26430","Strathbogie (S)","A","Annual","2011","2011",3847,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26490","Surf Coast (S)","A","Annual","2011","2011",9057,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26610","Swan Hill (RC)","A","Annual","2011","2011",7566,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26670","Towong (S)","A","Annual","2011","2011",2325,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26700","Wangaratta (RC)","A","Annual","2011","2011",10635,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26730","Warrnambool (C)","A","Annual","2011","2011",12014,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26810","Wellington (S)","A","Annual","2011","2011",15665,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26890","West Wimmera (S)","A","Annual","2011","2011",1756,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","26980","Whitehorse (C)","A","Annual","2011","2011",55471,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","27070","Whittlesea (C)","A","Annual","2011","2011",50223,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","27170","Wodonga (RC)","A","Annual","2011","2011",13224,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","27260","Wyndham (C)","A","Annual","2011","2011",52800,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","27350","Yarra (C)","A","Annual","2011","2011",30961,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","27450","Yarra Ranges (S)","A","Annual","2011","2011",50680,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","27630","Yarriambiack (S)","A","Annual","2011","2011",2852,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","29399","Unincorporated Vic","A","Annual","2011","2011",127,,
"TOT","Total","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","29499","No Usual Address (Vic.)","A","Annual","2011","2011",0,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","30250","Aurukun (S)","A","Annual","2011","2011",220,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","30300","Balonne (S)","A","Annual","2011","2011",1620,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","30370","Banana (S)","A","Annual","2011","2011",5161,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","30410","Barcaldine (R)","A","Annual","2011","2011",1198,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","30450","Barcoo (S)","A","Annual","2011","2011",131,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","30760","Blackall Tambo (R)","A","Annual","2011","2011",866,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","30900","Boulia (S)","A","Annual","2011","2011",166,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","31000","Brisbane (C)","A","Annual","2011","2011",380776,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","31750","Bulloo (S)","A","Annual","2011","2011",119,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","31820","Bundaberg (R)","A","Annual","2011","2011",34031,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","31900","Burdekin (S)","A","Annual","2011","2011",6491,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","31950","Burke (S)","A","Annual","2011","2011",114,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32070","Cairns (R)","A","Annual","2011","2011",57129,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32250","Carpentaria (S)","A","Annual","2011","2011",644,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32260","Cassowary Coast (R)","A","Annual","2011","2011",10309,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32270","Central Highlands (R)","A","Annual","2011","2011",8972,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32310","Charters Towers (R)","A","Annual","2011","2011",4207,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32330","Cherbourg (S)","A","Annual","2011","2011",245,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32450","Cloncurry (S)","A","Annual","2011","2011",909,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32500","Cook (S)","A","Annual","2011","2011",1336,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32600","Croydon (S)","A","Annual","2011","2011",102,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32750","Diamantina (S)","A","Annual","2011","2011",101,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","32770","Doomadgee (S)","A","Annual","2011","2011",213,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33100","Etheridge (S)","A","Annual","2011","2011",342,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33200","Flinders (S)","A","Annual","2011","2011",665,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33220","Fraser Coast (R)","A","Annual","2011","2011",36747,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33360","Gladstone (R)","A","Annual","2011","2011",19407,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33430","Gold Coast (C)","A","Annual","2011","2011",181620,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33610","Goondiwindi (R)","A","Annual","2011","2011",3836,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33620","Gympie (R)","A","Annual","2011","2011",17454,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33800","Hinchinbrook (S)","A","Annual","2011","2011",4488,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33830","Hope Vale (S)","A","Annual","2011","2011",227,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33960","Ipswich (C)","A","Annual","2011","2011",56328,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","33980","Isaac (R)","A","Annual","2011","2011",6651,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","34420","Kowanyama (S)","A","Annual","2011","2011",232,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","34570","Lockhart River (S)","A","Annual","2011","2011",112,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","34580","Lockyer Valley (R)","A","Annual","2011","2011",11900,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","34590","Logan (C)","A","Annual","2011","2011",91298,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","34710","Longreach (R)","A","Annual","2011","2011",1527,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","34770","Mackay (R)","A","Annual","2011","2011",38562,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","34800","McKinlay (S)","A","Annual","2011","2011",300,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","34830","Mapoon (S)","A","Annual","2011","2011",72,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","34860","Maranoa (R)","A","Annual","2011","2011",4448,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","35010","Moreton Bay (R)","A","Annual","2011","2011",132605,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","35250","Mornington (S)","A","Annual","2011","2011",245,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","35300","Mount Isa (C)","A","Annual","2011","2011",6401,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","35600","Murweh (S)","A","Annual","2011","2011",1655,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","35670","Napranum (S)","A","Annual","2011","2011",182,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","35760","North Burnett (R)","A","Annual","2011","2011",3986,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","35780","Northern Peninsula Area (R)","A","Annual","2011","2011",563,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","35790","Palm Island (S)","A","Annual","2011","2011",384,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","35800","Paroo (S)","A","Annual","2011","2011",707,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36070","Pormpuraaw (S)","A","Annual","2011","2011",163,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36150","Quilpie (S)","A","Annual","2011","2011",381,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36250","Redland (C)","A","Annual","2011","2011",49171,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36300","Richmond (S)","A","Annual","2011","2011",315,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36360","Rockhampton (R)","A","Annual","2011","2011",38537,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36510","Scenic Rim (R)","A","Annual","2011","2011",13279,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36580","Somerset (R)","A","Annual","2011","2011",7817,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36630","South Burnett (R)","A","Annual","2011","2011",11859,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36660","Southern Downs (R)","A","Annual","2011","2011",12863,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36710","Sunshine Coast (R)","A","Annual","2011","2011",116713,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36810","Tablelands (R)","A","Annual","2011","2011",16235,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36910","Toowoomba (R)","A","Annual","2011","2011",55182,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36950","Torres (S)","A","Annual","2011","2011",815,,
"TOT","Total","TOT","Total","3","Queensland","LGA2011","Local Government Areas (2011)","36960","Torres Strait Island (R)","A","Annual","2011","2011",942,,
